"State","District","Crop","Season","Yield-2013-14","Yield-2014-15"
"Odisha","Rayagada","Maize","Rabi","1183.00","1377.00"
"Odisha","Rayagada","Maize","Summer","1385.00","1657.00"
"Odisha","Rayagada","Maize","Total","1363.00","1393.00"
"Odisha","Rayagada","Ragi","Kharif","692.00","729.00"
"Odisha","Rayagada","Ragi","Rabi","737.00","736.00"
"Odisha","Rayagada","Ragi","Summer","952.00","989.00"
"Odisha","Rayagada","Ragi","Total","723.00","737.00"
"Odisha","Rayagada","Shree Anna /Nutri Cereals","Kharif","692.00","729.00"
"Odisha","Rayagada","Shree Anna /Nutri Cereals","Rabi","737.00","736.00"
"Odisha","Rayagada","Shree Anna /Nutri Cereals","Summer","952.00","989.00"
"Odisha","Rayagada","Shree Anna /Nutri Cereals","Total","723.00","737.00"
"Odisha","Rayagada","Nutri/Coarse Cereals","Kharif","1027.00","1116.00"
"Odisha","Rayagada","Nutri/Coarse Cereals","Rabi","745.00","746.00"
"Odisha","Rayagada","Nutri/Coarse Cereals","Summer","1255.00","1276.00"
"Odisha","Rayagada","Nutri/Coarse Cereals","Total","891.00","942.00"
"Odisha","Rayagada","Cereals","Kharif","1014.00","1139.00"
"Odisha","Rayagada","Cereals","Rabi","2446.00","2720.00"
"Odisha","Rayagada","Cereals","Summer","2190.00","2925.00"
"Odisha","Rayagada","Cereals","Total","2179.00","2465.00"
"Odisha","Rayagada","Urad","Rabi","319.00","335.00"
"Odisha","Rayagada","Urad","Summer","","467.00"
"Odisha","Rayagada","Urad","Total","319.00","335.00"
"Odisha","Rayagada","Moong","Rabi","280.00","354.00"
"Odisha","Rayagada","Moong","Summer","","611.00"
"Odisha","Rayagada","Moong","Total","280.00","392.00"
"Odisha","Rayagada","Other Pulses","Rabi","371.00","393.00"
"Odisha","Rayagada","Other Pulses","Total","371.00","393.00"
"Odisha","Rayagada","Total Pulses","Total","343.00","367.00"
"Odisha","Rayagada","Total Food Grains","Kharif","1014.00","1139.00"
"Odisha","Rayagada","Total Food Grains","Rabi","2255.00","2531.00"
"Odisha","Rayagada","Total Food Grains","Summer","2190.00","2912.00"
"Odisha","Rayagada","Total Food Grains","Total","2048.00","2333.00"
"Odisha","Sambalpur","Rice","Kharif","1136.00","1426.00"
"Odisha","Sambalpur","Rice","Rabi","1854.00","2573.00"
"Odisha","Sambalpur","Rice","Summer","4318.00","3792.00"
"Odisha","Sambalpur","Rice","Total","1994.00","2431.00"
"Odisha","Sambalpur","Wheat","Summer","839.00","833.00"
"Odisha","Sambalpur","Wheat","Total","839.00","833.00"
"Odisha","Sambalpur","Maize","Kharif","1096.00","1172.00"
"Odisha","Sambalpur","Maize","Total","1096.00","1172.00"
"Odisha","Sambalpur","Ragi","Kharif","662.00","590.00"
"Odisha","Sambalpur","Ragi","Total","662.00","590.00"
"Odisha","Sambalpur","Shree Anna /Nutri Cereals","Kharif","662.00","590.00"
"Odisha","Sambalpur","Shree Anna /Nutri Cereals","Total","662.00","590.00"
"Odisha","Sambalpur","Nutri/Coarse Cereals","Kharif","1031.00","1062.00"
"Odisha","Sambalpur","Nutri/Coarse Cereals","Total","1031.00","1062.00"
"Odisha","Sambalpur","Cereals","Kharif","1136.00","1425.00"
"Odisha","Sambalpur","Cereals","Rabi","1854.00","2573.00"
"Odisha","Sambalpur","Cereals","Summer","4313.00","3790.00"
"Odisha","Sambalpur","Cereals","Total","1992.00","2431.00"
"Odisha","Sambalpur","Urad","Kharif","331.00","317.00"
"Odisha","Sambalpur","Urad","Rabi","486.00","478.00"
"Odisha","Sambalpur","Urad","Summer","300.00","400.00"
"Odisha","Sambalpur","Urad","Total","423.00","413.00"
"Odisha","Sambalpur","Moong","Kharif","452.00","376.00"
"Odisha","Sambalpur","Moong","Rabi","404.00","375.00"
"Odisha","Sambalpur","Moong","Summer","483.00","411.00"
"Odisha","Sambalpur","Moong","Total","465.00","388.00"
"Odisha","Sambalpur","Other Pulses","Rabi","451.00","408.00"
"Odisha","Sambalpur","Other Pulses","Total","451.00","408.00"
"Odisha","Sambalpur","Total Pulses","Total","451.00","403.00"
"Odisha","Sambalpur","Total Food Grains","Kharif","1134.00","1423.00"
"Odisha","Sambalpur","Total Food Grains","Rabi","1846.00","2566.00"
"Odisha","Sambalpur","Total Food Grains","Summer","4278.00","3784.00"
"Odisha","Sambalpur","Total Food Grains","Total","1984.00","2425.00"
"Odisha","Sonepur","Rice","Kharif","1600.00","2118.00"
"Odisha","Sonepur","Rice","Rabi","3043.00","3452.00"
"Odisha","Sonepur","Rice","Summer","3929.00","3926.00"
"Odisha","Sonepur","Rice","Total","3066.00","3375.00"
"Odisha","Sonepur","Wheat","Summer","2156.00","1922.00"
"Odisha","Sonepur","Wheat","Total","2156.00","1922.00"
"Odisha","Sonepur","Maize","Kharif","982.00","750.00"
"Odisha","Sonepur","Maize","Total","982.00","750.00"
"Odisha","Sonepur","Nutri/Coarse Cereals","Kharif","982.00","750.00"
"Odisha","Sonepur","Nutri/Coarse Cereals","Total","982.00","750.00"
"Odisha","Sonepur","Cereals","Kharif","1599.00","2116.00"
"Odisha","Sonepur","Cereals","Rabi","3043.00","3452.00"
"Odisha","Sonepur","Cereals","Summer","3926.00","3925.00"
"Odisha","Sonepur","Cereals","Total","3065.00","3374.00"
"Odisha","Sonepur","Urad","Kharif","","463.00"
"Odisha","Sonepur","Urad","Rabi","200.00","153.00"
"Odisha","Sonepur","Urad","Total","200.00","405.00"
"Odisha","Sonepur","Moong","Kharif","407.00","498.00"
"Odisha","Sonepur","Moong","Rabi","347.00","353.00"
"Odisha","Sonepur","Moong","Summer","451.00","422.00"
"Odisha","Sonepur","Moong","Total","389.00","379.00"
"Odisha","Sonepur","Other Pulses","Rabi","337.00","330.00"
"Odisha","Sonepur","Other Pulses","Total","337.00","330.00"
"Odisha","Sonepur","Total Pulses","Total","374.00","366.00"
"Odisha","Sonepur","Total Food Grains","Kharif","1586.00","2088.00"
"Odisha","Sonepur","Total Food Grains","Rabi","2980.00","3357.00"
"Odisha","Sonepur","Total Food Grains","Summer","3818.00","3873.00"
"Odisha","Sonepur","Total Food Grains","Total","3002.00","3298.00"
"Odisha","Sundargarh","Rice","Kharif","1523.00","1948.00"
"Odisha","Sundargarh","Rice","Rabi","2244.00","2924.00"
"Odisha","Sundargarh","Rice","Summer","2500.00","2000.00"
"Odisha","Sundargarh","Rice","Total","1953.00","2536.00"
"Odisha","Sundargarh","Wheat","Summer","1746.00","1639.00"
"Odisha","Sundargarh","Wheat","Total","1746.00","1639.00"
"Odisha","Sundargarh","Maize","Kharif","1858.00","2030.00"
"Odisha","Sundargarh","Maize","Summer","2050.00","2800.00"
"Odisha","Sundargarh","Maize","Total","1858.00","2032.00"
"Odisha","Sundargarh","Ragi","Kharif","488.00","763.00"
"Odisha","Sundargarh","Ragi","Total","488.00","763.00"
"Odisha","Sundargarh","Shree Anna /Nutri Cereals","Kharif","488.00","763.00"
"Odisha","Sundargarh","Shree Anna /Nutri Cereals","Total","488.00","763.00"
"Odisha","Sundargarh","Nutri/Coarse Cereals","Kharif","1722.00","1925.00"
"Odisha","Sundargarh","Nutri/Coarse Cereals","Summer","2050.00","2800.00"
"Odisha","Sundargarh","Nutri/Coarse Cereals","Total","1723.00","1927.00"
"Odisha","Sundargarh","Cereals","Kharif","1525.00","1948.00"
"Odisha","Sundargarh","Cereals","Rabi","2244.00","2924.00"
"Odisha","Sundargarh","Cereals","Summer","2416.00","1939.00"
"Odisha","Sundargarh","Cereals","Total","1952.00","2533.00"
"Odisha","Sundargarh","Urad","Kharif","279.00","309.00"
"Odisha","Sundargarh","Urad","Rabi","456.00","391.00"
"Odisha","Sundargarh","Urad","Total","301.00","335.00"
"Odisha","Sundargarh","Moong","Kharif","246.00","267.00"
"Odisha","Sundargarh","Moong","Rabi","427.00","346.00"
"Odisha","Sundargarh","Moong","Summer","330.00","485.00"
"Odisha","Sundargarh","Moong","Total","327.00","386.00"
"Odisha","Sundargarh","Other Pulses","Rabi","463.00","436.00"
"Odisha","Sundargarh","Other Pulses","Total","463.00","436.00"
"Odisha","Sundargarh","Total Pulses","Total","392.00","401.00"
"Odisha","Sundargarh","Total Food Grains","Kharif","1502.00","1926.00"
"Odisha","Sundargarh","Total Food Grains","Rabi","2206.00","2857.00"
"Odisha","Sundargarh","Total Food Grains","Summer","2305.00","1899.00"
"Odisha","Sundargarh","Total Food Grains","Total","1920.00","2488.00"
